,title,link,create_time
15,金字塔尖上竞赛生的困境&表达能力才是数学的最后一道大题,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488967&idx=1&sn=35f2c7f521752c4ef80057225cf66757&chksm=c041d7e7f7365ef14d30ad307773799eb792d7690ac9ebf866d6ab3dc5d3d6fae989de9ae349#rd,2024-09-04 09:48:45
16,我有两个女儿，既然不喜欢北大，那明年就去清华,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488959&idx=1&sn=10d44c8972ed36649ae2eda610c2c661&chksm=c041d79ff7365e899c6675b3a85980159a9ccf2ad967ba439b43750d88e0edf1d47eac461689#rd,2024-09-03 09:53:06
17,拎上这款包包，孩子学习成绩提升指日可待,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488938&idx=1&sn=0e92092f9eec549664e9bf7b0b744037&chksm=c041d78af7365e9c290e7f86c6e7dcd320e554bcb9ee4b95188fcb455d43327ed614cab67821#rd,2024-09-02 11:48:06
18,四校八大&华育兰生在职老师的补课班，你去还是不去,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488920&idx=1&sn=df250bb49c101a397fcda99156d2a6bd&chksm=c041d7b8f7365eae8e308615441db46cb557a3342e646d2984f298101292462fbcdd021829fb#rd,2024-09-01 12:18:38
19,这个班18人，应该算是魔都最顶尖的一批数学牛娃了,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488905&idx=1&sn=358a6ae3e072fbd86d5d2cbdf6dda7da&chksm=c041d7a9f7365ebf324dee92c1bf564486fc8125ec199b98f2bee810d00de827f65a6c337820#rd,2024-08-31 11:54:40
20,小奥学习，越是合理的慢越是竟想不到的快,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488890&idx=1&sn=5554558b04cdc009c32a3f53928a1aaf&chksm=c041d75af7365e4cfd598541c1b049d7903af9544b9a7318925b01c0c1e4a498451756869dfc#rd,2024-08-30 12:18:15
21,某校前几天对新六年级同学做了一次摸底测试,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488837&idx=1&sn=25826296489210e668d3747143641f85&chksm=c041d765f7365e730872cd1736818d2a1f4cafdf8c31f110dff4d0ab3db71deee443e5540e65#rd,2024-08-29 13:01:21
22,考985院校又不一定要死磕数理化，不妨放过自己,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488794&idx=1&sn=1bbdfd3528eee864b0312578865e1a88&chksm=c041d73af7365e2cf5f75d15d5853e404f945f8e748d8b2d0ad782afdc76888025705b3f284d#rd,2024-08-28 10:58:51
23,又一知名教培机构爆风险，你若不在坑里便是晴天,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488783&idx=1&sn=eba34a9c33d4e2bf8a365da7d52a9c84&chksm=c041d72ff7365e399aee6329ebf2df848e71739c28e248857ee231b593febf497b871f845874#rd,2024-08-27 10:34:29
24,普通初中的学生，手把手教你争取自招神秘考机会,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488755&idx=1&sn=4a79a93edf8e2d1dafab4d2b68b9b5b0&chksm=c041d6d3f7365fc5d8a014cec8b95bb6be20b4e5db6b0eb4f4d49fff89a21b0c4ad436e734b7#rd,2024-08-25 11:54:17
25,24年中考数学卷的灵活性，对拓展学习的同学明显更有利,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488726&idx=1&sn=30d4266b5ba0e3b2e8987eff2842bd30&chksm=c041d6f6f7365fe0b2cbbaaf73889dd237215091777c317006151db43bed6ec1f931497a1788#rd,2024-08-23 16:03:47
26,长宁区中考名额到区，有些高中被错估,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488694&idx=1&sn=b4a3546372e0dc420069bcf008e2ad59&chksm=c041d696f7365f80fd3506c4090c390db01934568944a4c5610547ae9058adefdd9b241e9cac#rd,2024-08-22 12:40:59
27,鸡血式学习再无用武之地——复旦&四校数学营的启示,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488685&idx=1&sn=5aacda57047221ca20620ceb111c3fa6&chksm=c041d68df7365f9bd496451d95a41ae717084a39204925dedb33b28cf5b3c527a9d5cb96fd5e#rd,2024-08-21 11:26:39
28,欢送7号苏老师！&高薪诚聘数理化竞赛教练,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488673&idx=1&sn=df89ebd1e2287d3b0b19823d32ad922c&chksm=c041d681f7365f97b374aca5f3f8cc9466d27d05e1178edbcf985abecce10193b70a1d4529b9#rd,2024-08-20 13:00:48
29,仅仅看高考成绩却不看中考进口成绩，一定是不公的,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488656&idx=1&sn=57971b7584907119ec22246be1a82020&chksm=c041d6b0f7365fa6e2963617b3c0e2549af168f7eb041449b37c15cd977bc850435e51039201#rd,2024-08-19 12:18:46
30,新教材骂声一片，你若信，除了焦虑便一无所获,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488639&idx=1&sn=64558ce9adb04d8aadc2ce2e2fe803ce&chksm=c041d65ff7365f490df33d5e097ac47ea87e5bb1faeb3225d1865759663edfe9f2d96eacee3f#rd,2024-08-18 14:32:19
31,起风了·上海100强高中魔渊指数排名2024版,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488613&idx=1&sn=52101c3d1afd7782cd75968b9a102550&chksm=c041d645f7365f533686e19fb700c20b409e58db6c9cbe0d8672cc0291d0716313d3d49616c0#rd,2024-08-17 11:27:17
32,粗心总是难以自拔，与什么有关,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488580&idx=1&sn=74747a2abd17a7014e26ab5b63ff77fa&chksm=c041d664f7365f721487aeeb00336e154564915c0e29bc5b8a58ef36ca973360fe028095d60c#rd,2024-08-16 13:25:55
33,出人意料却也普遍——英语的重要性在自招中被大大低估,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488513&idx=1&sn=7a2f5cfde25371601c76b89dc5e2e96c&chksm=c041d621f7365f370f7c05fb146bb7332698bde4160c02ab336a159c79d9abf579b68adc6117#rd,2024-08-15 12:43:22
34,市北理危在旦夕 & 市西中学得加油——静安区就指望你们了,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488505&idx=1&sn=79ae7d362e73a141463657e022fb0449&chksm=c041d1d9f73658cf751d913338ac17448ff45ade8ec7af8c0b349921c1665ceb5a0054b71972#rd,2024-08-14 15:47:21
35,上海16区教育差异，跟中国16省差异一样大,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247488430&idx=1&sn=3c7088776f39945f6cd0a31f84c1961e&chksm=c041d18ef736589828f6581ef05fb4f90efc8fbb9bbbc26f68e22fccbea8d02daa7aadcd6acc#rd,2024-08-13 11:37:39
36,学术不精的老师，就不要耽误学生了,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487581&idx=1&sn=eded5e854f33719f6778ef7c6dfdfc9e&chksm=c041d27df7365b6b0dc19373bf63db75a63c5997b6f1e42e1db05d08cbae2e4b0db252737a6f#rd,2024-08-12 12:53:43
37,静安/普陀/嘉定区中考名额到区，有些高中被错估,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487538&idx=1&sn=a9d3da337faf8d33e475266c62be263c&chksm=c041d212f7365b04fd6ff25213b4e46f9af1d5ce5c29acc8a09a2c102781302ff9286fcc78bb#rd,2024-08-11 13:11:31
38,有一个清华爸爸，所以我是差生,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487523&idx=1&sn=ee08a21f8c76fa8e35d8165d1083643e&chksm=c041d203f7365b15360724555e1715aa07f28b3c8b00afb33de5f6f5e3d16e4b7a8dc82cc209#rd,2024-08-10 11:21:21
39,惊鸿一瞥的兰生中考成绩单及背后,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487500&idx=1&sn=a8427d7c3e128edf24818d411cce9624&chksm=c041d22cf7365b3acd1343b650b90cd13afc366c31cd787585248146fbc8a1b883e4e65e0668#rd,2024-08-09 12:13:13
40,苏老师，我想自招四校，但不想走竞赛路线,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487450&idx=1&sn=430bc2097f914177ce22a58af6c68183&chksm=c041cdfaf73644ec2d3ac3fd0711b7b04ada680655a3df9681e0b7ac781886c3e91efdaf229f#rd,2024-08-08 09:28:40
41,华育后30%同学中考去哪儿了？再来一弹！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487432&idx=1&sn=f717bd2dd9f0fbeb58355e7e30c63a4f&chksm=c041cde8f73644fe253507f8bc74f4d6e9d3961868ec0a13c5577311a4e2e6e527bd9ffc009c#rd,2024-08-07 13:43:29
42,全方位揭晓 八所浦东一线公办初中2024年中考成绩单,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487405&idx=1&sn=8a88da1c7c5b39c5ae5cae327d438fdf&chksm=c041cd8df736449bfbd6230e217a2e9fe53cbcc795502ac9858c0efb6c02bb98a32154de0976#rd,2024-08-06 17:29:30
43,华育后30%同学中考去哪儿了,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487376&idx=1&sn=ba42bdba579794f53426b124d29dc055&chksm=c041cdb0f73644a6e18a922f25a72330c4525265944031b3501d31fcd2322b43c9e092b94a2f#rd,2024-08-05 15:02:04
44,拼了命进名校还是恰到好处进普校,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487300&idx=1&sn=c6824128df3900d7e8db686fe57d0ec9&chksm=c041cd64f7364472521aec2bbd3b640a03c3239cfbaba925f39196293829c4dc960214140c9a#rd,2024-08-02 13:17:42
45,黄浦区近三年中考名额到区，哪些学校被高估或低估了？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487295&idx=1&sn=65175d9f26f11b05ea044ea38e18c121&chksm=c041cd1ff7364409bbd3eabaace6bdfb919f03c35250e99a4415843c7dcbfbb2ddb27f523484#rd,2024-08-01 13:15:39
46,孩子是不是学霸，先看看自己的婚姻关系,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487279&idx=1&sn=297cb88635f7c2ac7338169695496bb5&chksm=c041cd0ff7364419143fd1b6dd90a7ecbbcd44d65a02853bbb28ef53991fb5100b200505247f#rd,2024-07-31 12:04:27
47,小升初选拔性择校，劝你别做太多指望,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487273&idx=1&sn=44e4f885617ca245d62849010be045af&chksm=c041cd09f736441ffb4e3baebb42f5288927dd1e4f5deba961301897727da61513f4d8faea34#rd,2024-07-30 10:14:17
48,中考体育满分30分，还有18.5分的！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487265&idx=1&sn=32dc1e043684b56db1bcac7d75a3e8d4&chksm=c041cd01f7364417bda10251242a6ddefcb21c63da7f1b370b6402cf193391926dd27ff75fff#rd,2024-07-29 11:49:57
49,大盘要通透——上海小升初的前世与今生,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487232&idx=1&sn=697121292b6536577c30017107353b8a&chksm=c041cd20f73644366b9ca309bcea93d7b0c4076306eef9252d16e6b1a6acb8cdf0ff0f42eab0#rd,2024-07-28 12:28:43
,title,link,create_time
0,鲜红的中考喜报，一大群人的欢喜，一小群人的哭泣,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487226&idx=1&sn=b161516b53c31504607a336d574e342d&chksm=c041ccdaf73645cce4bd61f59dd192793ded281ee21bfd2810bab14b46c99076000d5c2908f7#rd,2024-07-27 11:35:03
1,在菜中，照样可以去四校,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487220&idx=1&sn=6d4f9d09fd51c346e6580b5622794378&chksm=c041ccd4f73645c216530d6d62cb96fc003a859f3a91a622e955a881a12171f0edd090aee2c2#rd,2024-07-26 11:54:40
2,听信专家们的冲一冲和保一保志愿填报策略而错失更好学校,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487212&idx=1&sn=a36b146810b751c789908f513696dc1c&chksm=c041ccccf73645dadcd9390cc23927e50c3b52968cfff1a38cc3d695f9b0356ce9b7263d7a02#rd,2024-07-25 12:31:07
3,小学生的目标若不是清北复交，家长真的是很失职！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487173&idx=1&sn=8ca853274ca6d99f180d24dad4add7e6&chksm=c041cce5f73645f34669dd58b53a02e1b0f06f9d5294d58e9e48e68e7c9a2850361f9821e8f3#rd,2024-07-24 11:53:46
4,初中读了一半，想备考中考自招来得及吗？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487158&idx=1&sn=31834b807bce387319ae313615943f40&chksm=c041cc96f7364580a3ffe16aeded62d7c5d3e916fd5bc4381b024791d4128ae2424085994358#rd,2024-07-23 14:31:16
5,都说上海中考数学很简单，140分+究竟有多少人？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487149&idx=1&sn=b1dd2b8642945f4d0cd15cd4957d9a2a&chksm=c041cc8df736459b5a5b1c14887b40f7f7f99bac800e781b6e2209635027ea415355bfb1f5da#rd,2024-07-22 16:09:51
6,今年中考，很多不够聪明的孩子成绩却莫名其妙的好！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487135&idx=1&sn=ec48cac35d0da5d022c01671a7a0f204&chksm=c041ccbff73645a9b3eb2a238bec7e8877f3ce90398b4390c5540281c7a988b03a217895a9b0#rd,2024-07-21 20:25:58
7,快速提升学生的学习自驱力，可以下点猛药,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487115&idx=1&sn=82729e8c64bf7463a5686fa7f3269266&chksm=c041ccabf73645bdeab20a7c0aa08bd0f62d570dbf73c912f486c168a145647c8283a40155e7#rd,2024-07-20 11:55:53
8,至少30%家长因不了解中考政策，拖了孩子的后腿,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487104&idx=1&sn=774127ad3734a2f7be7cc98f022b841c&chksm=c041cca0f73645b685e41f107aa0b9533b54449d27edaac4691397e40e4672313deffaa36553#rd,2024-07-19 12:11:36
9,统统上岸！2024各区重点中学平行志愿分数线汇总表,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487080&idx=1&sn=8dc1c94cf62e9146ee88cb0eeb761153&chksm=c041cc48f736455e5177610d7da4d7b4bfa607452d1d82b903d6cf3f4d615554bbff12724290#rd,2024-07-18 11:14:24
10,上海中考自招的部分规则有望改变,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487064&idx=1&sn=b288aba193e9855b22631c3920ee07f1&chksm=c041cc78f736456e666922cddcf9c8e660442807583d922f8739b220c4a67aac1799b2e12691#rd,2024-07-17 15:27:27
11,夜深人静，一位中考失利生家长给我发来一段话,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487049&idx=1&sn=1bf33177642e738e34237b878d6b86c0&chksm=c041cc69f736457f15f3cd50e79e6b81b546312f253e6f62c4c11587e723e1d10dcf82311c6c#rd,2024-07-16 11:53:16
12,高分都去哪儿了！2024上海中考名额分配到区汇总表,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487035&idx=1&sn=2908fecb17295073bb3f58cdf8ce5651&chksm=c041cc1bf736450d967df79cd3080e3ca2891c12550b5b166d378e4c33c22330a91507df1e15#rd,2024-07-15 15:34:47
13,家长领悟了，上大资质的孩子，可以去北大,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247487008&idx=1&sn=7ee0baae2881376b9ac76c427e1dc16e&chksm=c041cc00f7364516cb8e338ea118d2c66506c7373e469184ba1a09e9ac0de9a4529933abcab2#rd,2024-07-14 12:59:20
14,上实学子北大毕业又战高考！错付的7年时光，谁之过？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486976&idx=1&sn=fadc3fc2e6bbdf26b7e3573d843858fd&chksm=c041cc20f73645364df2d3efadd885bc3b0dd76df40536362168c2438dff012d572da9686e64#rd,2024-07-12 11:20:29
15,普通初中的孩子中考就不该考高分,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486965&idx=1&sn=f1786312459131920c7c5d82df3b0f9c&chksm=c041cfd5f73646c3d7c99a55f48c440b475ebb42d8d8f35e127e763b7d446ca4bcf725f2433b#rd,2024-07-11 13:01:36
16,中考自招新态势！校方单方面毁约？&选拔呈现拉锯战,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486940&idx=1&sn=026447922dfb50b0f5667835b9f043b0&chksm=c041cffcf73646eaaa1a15bee51495af0773475c33496a37d115516c000ad3d2f325d6cc69b6#rd,2024-07-10 18:01:37
17,面朝清北复交，北大爸爸开始了自鸡之路,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486880&idx=1&sn=580cbfb90468b454c85606c538810a80&chksm=c041cf80f73646960e453e0dabfeb9fd74918eecda1bfeda0e922f012da7655b26f7f2a80361#rd,2024-07-09 01:41:04
18,全网首发· 上海小升初摇一代2024中考自招数据大汇总,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486876&idx=1&sn=75b8d34e1920a9f7e446f730d03becb9&chksm=c041cfbcf73646aac25d3112cc740f1d2b402d1abe3d6d60f296c3c70d93d9c686b10af9feec#rd,2024-07-08 13:39:07
19,有多少孩子被迫与学校一起维护谎言,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486847&idx=1&sn=2557f8b2a5cf9b25cff3dc9b5f75431e&chksm=c041cf5ff7364649bf252c9aaae46f1965c319d9d27f9ad3f90cb23de0a2adb325346eed0ade#rd,2024-07-07 11:57:42
20,中考自招生在高考中优势究竟有多大？是骡子是马拉出来遛遛,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486826&idx=1&sn=4d6ff869aeb33cba32300892e70243a1&chksm=c041cf4af736465ce58d323dfda7cd229cf8c7e15b48a059f19fcdfd3d249c2cb553b5304735#rd,2024-07-06 11:06:46
21,华二系四大民办初中摇一代自招四校及分校数据,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486826&idx=2&sn=98a9f66988de40b3f6ecb64b316d2320&chksm=c041cf4af736465ce823702bac77114206a6fb85ae3852b9805ba7aa03c4004b53e9a68e0f99#rd,2024-07-06 11:06:46
22,闵行区五大优质民办初中自招四校及七宝数据,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486826&idx=3&sn=92d0b4effbf1c9ac4315633802dd120b&chksm=c041cf4af736465cb6a259f842bfcfbce265eddd063c268d9d646eba06b687acf43417fe28ec#rd,2024-07-06 11:06:46
23,今年有几个普通初中的学生中考自招上岸了？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486788&idx=1&sn=cd13381bd6adb66527637cb55a1efc92&chksm=c041cf64f7364672bf41f21a84ef1c97abc7bbb97736b7c8f8978d64d107c752637c83d8cda9#rd,2024-07-05 09:10:36
24,纯摇号生源的出路&嘉华二2024年中考自招数据才是合理的！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486749&idx=1&sn=c1604b8e2d1bb373d57f218e54e8b584&chksm=c041cf3df736462b118d48ce5a3196c3ba77cedcd8624e3eff018fc98f2c7e1eb7779d7a7a6c#rd,2024-07-04 11:30:45
25,十问十答 | 复旦系又新增一员大将&复旦附属复兴中学,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486626&idx=1&sn=7378c5c1ded85b9593fee27ebd722b73&chksm=c041ce82f7364794c67de99a559ea42d6a05b48dd74668adba9e2ee8543f4622d2992324ef73#rd,2024-07-02 02:13:09
26,史上最强！小学生清北学业规划之路,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486597&idx=1&sn=e92c0a798366935f5e5b5c1fdc5e4b6a&chksm=c041cea5f73647b3faac3bcf37d8c4029fe23f9b21b53e5109d675a8d4f8bb63947ea72621ff#rd,2024-07-01 11:26:50
27,至少50%+的清北复交学子都是靠家长,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486476&idx=1&sn=d9a40dbaa8f34fb39698f50a7c417150&chksm=c041ce2cf736473a382fbf671bb2b8b38415f12ec627e143c551353f134beb2414eea4d4512e#rd,2024-06-30 11:53:55
28,关于小升初，这样几件事我很困惑,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486471&idx=1&sn=17f53e11247aab49d5d9cb1ef7b64b80&chksm=c041ce27f73647310336ac59f99405dec53732db02d964f7ba552404ca905c6f39b2f92b6362#rd,2024-06-29 12:33:27
29,2024四校自招数学真题&阅卷老师说同学们考分并不高,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486466&idx=1&sn=2e004787a1f151acb5e42a131e3ffb53&chksm=c041ce22f7364734adca07d9a20d664413338efd0e89bac473f78de3a032c124939ba93d07b4#rd,2024-06-28 18:23:37
30,哪些高中英语教辅值得推荐？拔尖的初中生也都在用！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486432&idx=1&sn=c26465ff18e6c806e4f7736684026a6e&chksm=c041c9c0f73640d6cc5c0edc1d3ebf84d506efa47759351141df8e9a13e2dea5b9b4a59707d3#rd,2024-06-27 08:02:16
31,这两天中考自招综合测试，这些话还来得及告诉你吗？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486394&idx=1&sn=e0584c056e7ab8dddd7ae3e6e90e7c70&chksm=c041c99af736408cdfd19180528a3f2bf938a60e27d24bff8ea7a5474f5fd477eef1ca3ef0fc#rd,2024-06-26 03:59:55
32,什么样的学生适合中考自招？初中普娃家长的《避坑指南》,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486389&idx=1&sn=ccc98b62a41f6075e0eb0fb127131a03&chksm=c041c995f7364083ab890df6eba36c69d569075dcc9a57fb3397abad18dfb31d39dc59f75bb2#rd,2024-06-25 11:27:18
33,2024上海高考619分+的学生都来自哪些高中？& 清北零志愿,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486347&idx=1&sn=1a70693601e70f541e86d3b1821e7556&chksm=c041c9abf73640bd7a6abe3771c476664217af9d07943602a98879b0aaf14d5d2ab968da2b97#rd,2024-06-24 00:11:25
34,2024上海高考最高分花落谁家！上中or华二？634分？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486341&idx=1&sn=da83f6bb67a865d67d73da38056df7e1&chksm=c041c9a5f73640b3ff083c8dd25ee2f5a92f05bd90b9b047df06e410de5ce61bbcc307f801e4#rd,2024-06-23 15:54:15
35,“错题订正”这件事做好了，成绩会明显提升,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486285&idx=1&sn=aee4e7f7e6cc15042df21d7fbe62ba18&chksm=c041c96df736407b0f4df6cf27bc681f133f145f862ea9fdfc7964295d2c1392291e318067df#rd,2024-06-22 14:49:57
36,部分学校高一英文月考卷，难度直接对标大学六级！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486269&idx=1&sn=b24ae98c493e5a0495cdb4775dcb2ce1&chksm=c041c91df736400bebc6f193183c5d3f779662c875fb95db941a56e10212e3a1bffe682fa49a#rd,2024-06-20 12:09:45
