,title,link,create_time
37,“姜萍事件”唯一可能的收场方式,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486262&idx=1&sn=2dc7ce869aa00d0e4f8275d2b865429c&chksm=c041c916f73640005d57647f223c7f07492cdfc11b07b9eaa5ed4eb47d5d230b25c9dcd58ca3#rd,2024-06-19 13:05:59
38,中考考得不好，高中可以逆袭不？&初高数学衔接及教辅用书推荐,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486254&idx=1&sn=a5c603f0d1c8b56d1b8cb0248c1e834f&chksm=c041c90ef736401809cf89397e21c567fad95670d011e0825abd391c6b227ca3fd845bc7e6ed#rd,2024-06-18 16:45:02
39,2024上海中考数学压轴题若干种解法&顺便教你怎样破题,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486243&idx=1&sn=e0e308644b6752a8bd38452f97b2aa50&chksm=c041c903f7364015d29216448f170c9fe4a1fa78e23f767355b90d50aa3ca3bb2f8bcf0a3d6a#rd,2024-06-17 05:13:16
40,浦外的数学，教的是一江水，考的是一片海！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486221&idx=1&sn=10332a64e8ad87c3e4e5f5480c1d20c9&chksm=c041c92df736403b84f3d895fcedbd5f03eec837119e9f6b6a072950ad062f7c1d838e016170#rd,2024-06-15 11:31:28
41,有一定天赋学生，小升初怎样备考丘班、华8、市北理等一线理科班？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486211&idx=1&sn=8312565fea1653ea176a299cd7e7df8d&chksm=c041c923f7364035a75ef78b0074e70a72d781b739d3520217354623c8702a22f6d20d969bb6#rd,2024-06-14 12:15:00
42,“控江中学理科班”你想报考？但你了解多少！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486197&idx=1&sn=4a64ed89f4d83eebee89d0ee5e6ea132&chksm=c041c8d5f73641c36b5df06a0726f3f9a463c22cd80b4348d5c2db34ed898bcd6057b4925d82#rd,2024-06-13 12:23:49
43,丰盛奖金等你拿！2024上海中考作文押题大奖赛,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486186&idx=1&sn=7cb5e20a8b52a8d53ca5207482994c27&chksm=c041c8caf73641dce67ffadf58cbb48a2e7e9a1e2044f9011024fc18d3e117abc55e1804d3fb#rd,2024-06-12 11:53:58
44,坏了！我姐要让我给贝贝规划一条竞赛之路,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486167&idx=1&sn=371b41215c34847c23a498e53b590903&chksm=c041c8f7f73641e1e3ef3735f62df334f69bc569c1041f3364b0bc7d7476794dc435beccc8b1#rd,2024-06-11 15:27:00
45,教育自媒体相左观点众多，想成为学霸家长，先做侦探柯南！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486142&idx=1&sn=1018a40254e7a7617beed624fbe59309&chksm=c041c89ef7364188e5448ce4eafc0455bb7c684f24b5af186e1cff4fe60602091f189e9467a7#rd,2024-06-10 12:57:55
46,高端班里的同学们都去哪儿了,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486133&idx=1&sn=1f93bc47b55363e4643a0d4203c93a84&chksm=c041c895f736418320df7144f222481e3b5440796d9786f9d6c8cdc7b39331fd7ed9d94c42d4#rd,2024-06-09 11:58:00
47,抓到了好苗子，你把TA练废了，怪谁？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486111&idx=1&sn=6fa421384babb5c801cb99a4a9b8413e&chksm=c041c8bff73641a9ca0c289344ce89fd540d7b8a855ee3e33741a18dff61a85eb10cd454a28b#rd,2024-06-08 12:09:52
48,我反对“基础题丢分就得多练习”！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486102&idx=1&sn=24836dcd3af6c06e40413a471e61c12b&chksm=c041c8b6f73641a00798e6c98f9c8737e91e4d4a924a7ae72af13cea105fdd93f1221564ee89#rd,2024-06-06 19:08:20
49,从校长的面相来选择四校！——Seven Su研究院,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486094&idx=1&sn=9e72f2d9f9439ed7c28ce2525128e48f&chksm=c041c8aef73641b841a4ff93daba487c83586dc752aa2b78402a9b2d594e37c445cca213083a#rd,2024-06-05 13:58:58
50,长此以往，魔都只有四校，再无八大！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486068&idx=1&sn=693d99e0b7299ea8fb425bb9a88ccec3&chksm=c041c854f73641427ee696d9dd1d53bffe6039c80207b4e8d92c171d426dc32a130157199a71#rd,2024-06-04 11:48:12
51,偷偷给八大校长的一点建议,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486042&idx=1&sn=844bba20f2c9d7c68bdcd54948992bf2&chksm=c041c87af736416c8a5952c548f80a2165599dcadeb16cc08d06e94faf6c3623e2ab266965bd#rd,2024-06-03 12:37:05
,title,link,create_time
0,建平理科班已签约，要不要再博一下四校？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247486006&idx=1&sn=910b014efdb09f467f350258e0122cd1&chksm=c041c816f7364100af0f8342b9b43624ad29ea8830d4f3d1c7f7c38bb953a950c2dbd9e5a5e0#rd,2024-06-02 13:48:41
1,一位小升初摇号失败的家长深夜给我发来一段话,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485998&idx=1&sn=dab6d9ab63d8c40624358b9c545375cc&chksm=c041c80ef736411846e67896a1edeb90fcedbf7389e4591cb9175900cc7f08877d2fb8d29303#rd,2024-06-01 18:46:21
2,中考在即！英语“回答问题”究竟怎样才算回答了问题？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485985&idx=1&sn=78462ecf718ce36ec1e09dd62aabf5c0&chksm=c041c801f73641172665ffcf00f353d024a4890c77184917ca92c021a82b35ea9c2b6aac7064#rd,2024-05-31 13:39:04
3,2024年四校八大自招名额还剩几个？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485974&idx=1&sn=77ed4985fb9dc7a80b387e2ea1bc3bb7&chksm=c041c836f7364120412d8b8e595fcbe1fb23d347eaea896040a8f1e6df10e885e2788adeb9cf#rd,2024-05-30 13:36:35
4,有位家长说“哥哥花了很多时间学小奥，到了初中发现用不上！”,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485953&idx=1&sn=ec5e2c340538c859359f1bd42a1af45d&chksm=c041c821f736413735cbac3e59a4f8a84a6e4b85db247d28dd9b40f65a61afbc68ff4866241c#rd,2024-05-29 15:26:00
5,与某四校校长聊了一会儿,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485941&idx=1&sn=f7cb7693df885257844deae60850c9cc&chksm=c041cbd5f73642c3f401c1e0f7628df3afb6f86f99f3af12165f63e9ccc71b91ab55797946a0#rd,2024-05-28 14:12:47
6,天天鸡娃，就不能干点别的事？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485930&idx=1&sn=75b7b5d6a02c6bf9037283699eb88114&chksm=c041cbcaf73642dc55fa430288f4bb89278ab544e18a6bd4cd696626343678e79c8b176a687e#rd,2024-05-26 14:23:38
7,教材改版在即，中考英语“首字母”题型会消失？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485918&idx=1&sn=55a143b25021f48920e5e75df344d911&chksm=c041cbfef73642e8aa5cfbc7a3fbb8e2cf381d35789b4ab5de0f5933cfff8486d17dd241bc93#rd,2024-05-23 12:55:14
8,别人说的牛娃与你听到的不一样,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485905&idx=1&sn=ea0198d4735f0be7e853732df4e2adbc&chksm=c041cbf1f73642e73d2f27a6f881a5f642fb4628ba1ccacf31516f2d001466e3f95a1cac44b3#rd,2024-05-22 13:12:41
9,要不要跟华育8班优秀的学生比一比？比就比！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485848&idx=1&sn=8d663e8078d18a2c9be1c60b4ffec4a2&chksm=c041cbb8f73642ae72d2226e4b50b84c42eac2a7db1cdba6ea1246ef5526381bd5b85025d4f2#rd,2024-05-21 15:32:23
10,竞赛学习中道崩阻，不过我还是考上了复旦！可是很累,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485801&idx=1&sn=bbd3fbed563026ba7378174b3b80d1e5&chksm=c041cb49f736425f8961057e609f4d189aca220c6780c9adba277d50beb7a7e45eb28cb8c573#rd,2024-05-19 00:49:15
11,上外附中一道数学题，爆出了一个学生很隐蔽的糟糕习惯,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485795&idx=1&sn=4627de57412dcbf2c0dd26b50043a390&chksm=c041cb43f73642558e895a04f9608f6d8140fd824c48754cd66adc2ea1d3ad49fd508018a765#rd,2024-05-18 04:14:54
12,带娃看美术展，随手给7号绘制了一副印象派近照,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485748&idx=1&sn=f4eec86d185afc48500a5b0c4d4d127b&chksm=c041cb14f73642024a696e7dc56bb4f2d999d7dbdbb9557e5969bdb06704d2c7c9e55fd6fb8c#rd,2024-05-17 01:29:36
13,群主（7号）暂时换不了，再次开放家长群！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485718&idx=2&sn=859a7eff21bf5c61cab394b3ba0518bb&chksm=c041cb36f7364220d5fa634b635b97bca2a8ad9ae3f490ff8f18ad3726c535f47f91a19bb782#rd,2024-05-16 11:51:40
14,逆反的小孩背后，都有一对教育方法不当的父母,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485684&idx=1&sn=8cd1a33944c84482e6da36424453e591&chksm=c041cad4f73643c210cc1b336c1a82a873923aa7b19566f9b2ec2b7a572cfa6e5f42c96a83c1#rd,2024-05-15 00:23:58
15,限“妈妈们”看 · 课外培训报班指南,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485665&idx=1&sn=2e66dbacc3d2c09b05f9064bdef0453b&chksm=c041cac1f73643d716035b7186a30ba6293c2fa158c75882d9bcf60fbbec287c75ce1bafb18a#rd,2024-05-14 14:34:18
16,四校八大老师哭了：我把数学144+的学生教成不及格！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485598&idx=1&sn=9e9a37e1654c7815fde98fce6c2bb57e&chksm=c041cabef73643a84322d25630783032369f4168510e1b7f900f9b475e9e4a66e9828983308e#rd,2024-05-13 02:08:35
17,蒲主任，你小孩已被四校预录取,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485589&idx=1&sn=ee6e4367e4acb09a7867ae64fa409a3e&chksm=c041cab5f73643a3c08a25f97ae9c3d6dbbdee373c9a68ed54a5563ee3f34e21781b3a6aee47#rd,2024-05-12 04:55:19
18,停更几日，我要去恋爱,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485571&idx=1&sn=c938a4164e9160f7da128211614131fc&chksm=c041caa3f73643b5c4d537c9e2e3ce1b7b042cb9f699bde7d8a046471fce0fe902c80036da1d#rd,2024-05-11 12:52:01
19,“普高&区重”徘徊的学生，非智商性提高30分！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485565&idx=1&sn=68c03b3fcd0615e3dfa9982d6fb032a3&chksm=c041ca5df736434b82066bf7084730a6742c61d8b51703ad4e111e6900dd940f44657fd62b5e#rd,2024-05-10 16:48:29
20,感动遇到了一群美丽的妈妈们，一定要见一见！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485558&idx=1&sn=9531ba68d6eb009f3613ac8fb565da5e&chksm=c041ca56f7364340aa051f7d6921c3059e3017c51c92bf7e2bfd1dd1a7e3e172b6092513ca6f#rd,2024-05-09 12:33:17
21,家长白皮书——小学奥数学习要适可而止，止在哪里？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485544&idx=1&sn=e2e9f43259c74497d95ec7da456c72ac&chksm=c041ca48f736435e2bfe7289a3d79454580b0218f55000a6510cf403bc053732faa0a960aa03#rd,2024-05-08 16:40:51
22,酥校长已阅·上海初中数学教辅（自招类）深度点评,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485506&idx=1&sn=69e8c60a76c9225a52b967bc5c167216&chksm=c041ca62f7364374ea703889e771814183688a174ebbc5776ea28883fa36705fa1f4e87bb860#rd,2024-05-07 02:35:14
23,博&蒲主任批示·上海初中数学教辅（统考类）深度点评,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485405&idx=1&sn=9de61e48b9519aaa96df83c886cac736&chksm=c041c5fdf7364ceb5b07588b9437b80faf1228c5870a927cdd6ffa24ba64bc39ad823019b2c3#rd,2024-05-06 03:15:35
24,“菜中”才会出现初二分水岭现象,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485391&idx=1&sn=8bf500a4c80ff5e034cb0f830e0280d3&chksm=c041c5eff7364cf93822480fe081024c60aa94f52a7ce08564cab907683188abb4df546200d9#rd,2024-05-05 12:51:14
25,从“格致中学VS曹杨二中”谈中考择校,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485376&idx=1&sn=268bf0869417410ad3409525812da344&chksm=c041c5e0f7364cf629a7984228d639a006dd3bbd29d7f2b8a5eb28990b140621bf76bff315df#rd,2024-05-04 15:12:28
26,Myseven Sciences揭示“手指长度比例”与“智商高低”的强相关性,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485275&idx=1&sn=59e760707240050934fa90081d12c1b1&chksm=c041c57bf7364c6d90e416cdc88767d362f31fae1ad0e1ceb99c516681ce68f3c3dd4bd46265#rd,2024-05-02 16:23:04
27,有志自招进“四校”的娃，请进！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485185&idx=1&sn=82d61bdcbef4c1d0095a4b682b705e51&chksm=c041c521f7364c375afa5c829dcf58e49b7289198962578a88410b604f4ba2452f0609943322#rd,2024-05-01 17:09:40
28,碰到不会的作业题怎么办？瞎辅导不如不辅导！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485114&idx=1&sn=f2d4c5db520f0f1f2fec5c4a0dceb6c6&chksm=c041c49af7364d8c1388777bc6bb6a61765f33191505b17ac7c63b633581de4afe9ae4840d32#rd,2024-04-30 16:38:27
29,牛娃请进,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485098&idx=1&sn=0d74a3a38e4f5491bca318f2785cc4fc&chksm=c041c48af7364d9cabde299dc2941d7ab586296fde1bba5b4aa3628556715e7a52366e49ed39#rd,2024-04-29 00:00:22
30,“死记硬背”可以拯救数学不开窍的学生！——记清北名师的一次实验,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485087&idx=1&sn=2f970c051ab9f852d000b09817a0b9ee&chksm=c041c4bff7364da95d3138e8eaac7e135de172a8c6cb203ef9452323f57de541fe82fcd4d274#rd,2024-04-28 00:00:41
31,“轻度ADHD+高敏感”女娃家长的自我救赎,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485071&idx=1&sn=6d231cabe489fc3a2589991242cf5fd7&chksm=c041c4aff7364db9545e49e54a409049246cdc69917b8384e627dd72e29268db90cd5ecb652e#rd,2024-04-26 23:30:35
32,（大白话）解读上海2024版中考政策,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247485035&idx=1&sn=fdb9a6398e28a1cb0e1f5b28834385e9&chksm=c041c44bf7364d5d6b002e408d03f9820ba7b0ede7066dca265622bd4f7df9e34126a325b4ed#rd,2024-04-26 11:30:37
33,老师，单词到底怎么背啊？问，就是背了也白背,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484977&idx=1&sn=47f8e98849af6327f1628b3653f37508&chksm=c041c411f7364d076a541fe2488fb15db1802d051df6348a12b386360c6f0d8bc0385ef69ef5#rd,2024-04-25 00:36:33
34,嫂：让乐乐摇号兰生！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484965&idx=1&sn=d466edc97c1cb88a1066fed8a73b35ac&chksm=c041c405f7364d1312df5b7e2f00855d95573f71c0d66c581ede0a4da9c8ee3a047c23a3bbc3#rd,2024-04-24 17:32:45
35,数学竞赛走不通，转轨化学竞赛？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484958&idx=1&sn=07b867cc7042d67061bcca30cd16cff0&chksm=c041c43ef7364d28a35a33437c18d87c18e7dc3b6e2c272f2db0f251ede7bdbf6db60fe63b8a#rd,2024-04-23 13:16:54
36,中考压轴题难度足够你应对四校分校&八大的自主招生,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484941&idx=1&sn=5abadcbbc73064ad246fe8158395bd49&chksm=c041c42df7364d3b1c65d67fd689fd5f3d79beba052d10020b69c1793f1519e71d825fa02530#rd,2024-04-22 14:52:39
37,曾获得三公面单的6000多位家长，给下几届家长指条路！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484935&idx=1&sn=9d2da35484e8768d543b5205f7279fe4&chksm=c041c427f7364d316030bfb4a219202924b2ba757c2afff76a37715c59ddcafdf1e43d75a8f7#rd,2024-04-21 13:19:14
38,高考数学140分+，就可破格录取985高校？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484923&idx=1&sn=b23e795b5b3fd4ba53e1401c4e80324c&chksm=c041c7dbf7364ecde7e3772a2fe827da2780d4ef2c453f35f9c37330e1bf07c803c8e8b87615#rd,2024-04-19 13:33:16
39,姐：不要让贝贝摇号华育！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484896&idx=1&sn=026249ee34fc7f4731e6865ca1958dbd&chksm=c041c7c0f7364ed63c5298282f4ab7eb453b1001f22c9a2bf4cfb0df628f42546de90d873b91#rd,2024-04-17 13:46:58
40,这些类型的补课都没有用,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484881&idx=1&sn=9815a239bb77407108e4f6f96e51cdad&chksm=c041c7f1f7364ee7b380d9c94d5b57e0f33577307f43cbee5a804f7a5086cd00171e317ecea5#rd,2024-04-16 13:52:47
41,小升初摇号后，四校八大的自招生源哪里来？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484880&idx=1&sn=2dc7e775119e4a5e42ef6f31c8a1a6f7&chksm=c041c7f0f7364ee6df3b4f4b594d16a3a210fdf8089a767f3e12bdae7d1ec98acf4eae912588#rd,2024-04-15 18:35:09
42,以“中考数学140分”为目标，倒推初中如何学习数学？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484828&idx=1&sn=e33ef3fe25a47137538043b90d4b6427&chksm=c041c7bcf7364eaaa8483ec0274b9ef4d9cb5974a6f9aee4c48aa413abbec693c3fa63f3d812#rd,2024-04-13 19:13:05
43,初中物理应该什么时候开始学？——针对数学排位2000-12000的初中生,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484826&idx=1&sn=5a3fa7603e575456670d158e6c48ff0d&chksm=c041c7baf7364eacb73ded503cb8b6f4ba45a0b57fd2b3e88c7f65cc7b8533eb45d0766e39fd#rd,2024-04-12 13:53:41
44,全网首次披露——“上实”初升高90%直升率的背后！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484790&idx=1&sn=14a9b2d26decd1e7eba2365f543e2119&chksm=c041c756f7364e40fb5df60f68ad6763c6207a46a1b6c55e813410dab449f0285ef52c401c56#rd,2024-04-10 19:14:44
45,2000-12000名排位的初中生如何规划数学学习路径,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484745&idx=1&sn=916ff361c0c02370c3e095b89ec22533&chksm=c041c769f7364e7fe88fa483a01744f51df16778b55d628c342b6acddecc43b388168b6eef27#rd,2024-04-09 19:11:57
46,华育、兰生哪里得罪你了？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484705&idx=1&sn=82c697fe94e4147f7da22ba544f15089&chksm=c041c701f7364e1764e1afe3bcbc9e91c5c222e0ec36359cc079997a93d9196d3f4cb259b528#rd,2024-04-07 18:41:41
47,没有竞赛证书？没事！手把手教你写一份诱人的择校简历,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484702&idx=1&sn=8750fa2c1233a44a129f9f3611ca2ded&chksm=c041c73ef7364e2893fc212a35f86923ee550815b8891c19d30acf3ee58b4bace641de490a9e#rd,2024-04-05 23:29:44
48,“上外附中”已不再是原来那个上外附中了！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484645&idx=1&sn=f0fbeecbc24ec063ae37d9f6b9448bb9&chksm=c041c6c5f7364fd33ee1e219c70144f96722036fa08c3ac79f3c1799c62daf420799c41790af#rd,2024-04-01 23:09:54
49,华二高一同学的“国际小学+华育+华二+竞赛保送清北”回忆录,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484604&idx=1&sn=31702abdc2d9aea2a6ab57417057c55f&chksm=c041c69cf7364f8af3e9389ea4886f0d466c67c429316a3ac4d19604d0068799e4f76778aa87#rd,2024-03-31 21:05:30
,title,link,create_time
0,对于部分初中同学，“生物竞赛”是一条捷径！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484553&idx=1&sn=aa56ded248f2064f4f9bbe1cd956e84a&chksm=c041c6a9f7364fbf3da72c7f84553c226aa114eb8ce92e366bbddce94038e0b7f9c6a0e90bf1#rd,2024-03-30 23:15:10
1,学有余力的初中生，是深入拓展初中内容？还是提前学习高中内容？,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484538&idx=1&sn=a821faec8d8fa10b793b38020369c2ff&chksm=c041c65af7364f4c4f1e65942a8674ba0a47ae80b28115178d32d9919fa27b597100ce994062#rd,2024-03-29 23:44:14
2,上海哪些年级要更换教材？及对“变更内容”最全面的猜测与解读,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484497&idx=1&sn=363c6b3f46b07cfcc809b8c1122f0ade&chksm=c041c671f7364f67b22ae490b863e1b8ae624c39ec628a1710c7a068d9dd248ce38cd70636fc#rd,2024-03-28 23:37:25
3,捡漏“四校八大”，原来最大的“漏”在这里！,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484470&idx=1&sn=b6bef3f828c82c4df9d5cbfc775e19db&chksm=c041c616f7364f00f91aa4b430dc496f443223f25232e159159b09b98979ad9a92dcf9fda35f#rd,2024-03-27 23:03:10
4,网传华二丘班选拔真题 太假了,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484434&idx=1&sn=f188e623f693c2f69f6b6239fd72e211&chksm=c041c632f7364f24d9eb24877e308ba2311500c591c5ace9d4fe3ccd033d124a9b72a3f9ecbd#rd,2024-03-26 23:24:28
5,“书写格式”对成绩的影响远远超过你的想象,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484257&idx=1&sn=07cdb2cceab72d635e29fffd87e1bba5&chksm=c041c141f73648579f7228faa053ada4bafabba4e0cca4d5eea83da218a970116a06dedb802b#rd,2024-03-24 23:18:30
6,5000字深度解析——上海中考新政后的“自主招生”,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247484109&idx=1&sn=154ea37f193447e989b541c5c1611928&chksm=c041c0edf73649fb21c838999647edee1c3475e144dd891aeecc18f64134b4c15d8b259e35ae#rd,2024-03-23 22:57:47
7,我不太认同各类自媒体上有关升学数据的详尽统计与分析,http://mp.weixin.qq.com/s?__biz=MzkwMDY2NzIxNQ==&mid=2247483903&idx=1&sn=ef56619e9b883cdcccda10ed787cfb71&chksm=c041c3dff7364ac91c06b41ef43a3e1c9b38ccce618f8ecf0b7943c92330eb9fbf3b53144b57#rd,2024-03-22 00:12:45
